InspectionID,DefectCategory,SeverityWeight,TranslatedText,VaderCompound
9112,Logistics Issue,3.0,"How can I evaluate the product if I still don't receive it. I'm waiting. And let me say by the way, I didn't know it would take so long!!!!!!!!!",0.0
9128,Logistics Issue,3.0,I returned the product and requested the cancellation of the Purchase.,0.0
9131,Logistics Issue,3.16,"It's not being efficient, I've been given a deadline and so far nothing",-0.3252
9145,Logistics Issue,3.0,I've already bought products and only the one that hasn't arrived in time.,0.0
9148,Major Product Issue,4.45,All the products came broken and absurd that they were very badly packed and had no specification in the box saying that it was fragile product the 3 clay pots bought came broken,-0.8955
9155,Logistics Issue,3.0,Until now do not receive the product!!,0.0
9177,Fulfillment Error,3.5,I covered six as you came at the nf but only four arrived.,0.0
9184,Logistics Issue,2.66,"the Outsourced Site next to the Lannister should only position the tracking of the product. To be informed of the positions of the order, the rest this OK delivery time well ahead of expected",0.6722
9192,Logistics Issue,3.16,It's already on the fifth day of delay with the deadline I've been given,-0.3182
9198,Fulfillment Error,3.74,"One of my scissors didn't come right, it came flawed",-0.4767
9212,Fulfillment Error,3.82,"the product came right and in time, but came with a broken piece",-0.631
9222,Quality Issue,2.6,"I found Q this time, the product left to be desired, too weak",-0.2023
9232,Logistics Issue,3.16,It fell a lot into my Product concept with 15 days of delay than expected.,-0.3182
9233,Fulfillment Error,3.5,"I bought a Mouse Gamer Usb 3200 Dpi Optical 7 Buttons X GAMER SOLDIER. They delivered the mouse gamer Estonian E-Sports of 2400 DPI. They sent the tax note as being the product of my purchase, but I did not receive the",0.0
9236,Fulfillment Error,3.83,"I bought the 120 capsules and they sent me the 60, the box came a little crushed, the tax note damaged due to the amount of durex. I want my money back!",-0.6596
9246,Not a Defect,0.0,"Good, okay.",0.5859
9251,Quality Issue,2.96,"The product was delivered very quickly, but unfortunately the toy is of poor quality, which you can't tell by seeing only the photos, some of the carts have already broken.",-0.9152
9270,Quality Issue,2.32,"It didn't work, it looks like it didn't work, it looks burned.",0.3612
9273,Logistics Issue,3.0,Product wasn't delivered.,0.0
9280,Logistics Issue,3.0,I haven't received anything yet.,0.0
9312,Logistics Issue,2.77,"the product did not arrive So I bought other times and was well attended, only this time the product appears on the site that was delivered and has not yet arrived!!!",0.4545
9315,Fulfillment Error,3.84,"Too bad it got small you'd have to have the right size and color, because I didn't like the color",-0.6818
9318,Logistics Issue,3.0,I haven't received the product yet. I'm on hold.,0.0
9324,Fulfillment Error,3.32,Only after receiving orestante Two units of the product were purchased and only one was delivered. I would like to know if the seller will send the second purchase.,0.3612
9330,Quality Issue,2.93,"Product broken!! I bought a Musical Troninho, p/ my surprise came broken. I am waiting for the return of the store to make the exchange. Unfortunately, there is a lot of difficulty to get in touch with the stores.",-0.8585
9331,Logistics Issue,2.96,"Company delivers within what promises, on the last day of the deadline, too much delay, does not enchant the customer, because it only makes the basic obligation.",0.0772
9334,Logistics Issue,3.12,"Second cancellation of the same item on lannister.com website. I made two purchases at different stores, both cancelled, almost 3 months ago I've been waiting for the product. And it takes too long to notify.",-0.25
9345,Logistics Issue,3.23,I need the product I want a return or I'll cancel the purchase.. long delay,-0.4588
9348,Fulfillment Error,3.74,"I just took the product out of the packaging and I went to use it, I found it was with the broken trigger, I wet myself all and besides I found that the inner packaging that came the product was open,",-0.4767
9365,Not a Defect,0.0,I don't recommend the second time I bought the same product and I didn't get ridiculous website not deliver what sells who wants to buy buy knowing they are cheaters,-0.4404
9366,Logistics Issue,3.0,"It was delivered on time, but I still thought it took too long.",0.0
9374,Logistics Issue,2.87,"Despite knowing the seriousness of the store, I was negatively surprised because my products were not delivered.",0.2612
9383,Logistics Issue,3.41,"Product hasn't been delivered yet, hard access to complaints!! I don't recommend it to anyone And the mail is also crap...",-0.8123
9386,Fulfillment Error,3.8,I got the kit and it's missing the conditioner! I'm very sad and I'm waiting for a solution!,-0.5963
9400,Quality Issue,2.5,The table cap came with some sloppy parts,0.0
9404,Logistics Issue,3.0,You're delaying delivery. I haven't resected my purchase yet.,0.0
9418,Logistics Issue,3.0,the product has not yet arrived,0.0
9419,Quality Issue,2.71,"This was the third product I bought, but the quality of this, compared to the last two, is much lower.",-0.4215
9424,Logistics Issue,3.14,I didn't recommend paying freight and I had to pull in the ABSURDO post office.,-0.2755
9433,Fulfillment Error,3.5,"The product does not serve the Side by Side SS77X, as announced. I have already requested the return.",0.0
9459,Logistics Issue,3.17,You didn't come up with a mistake and now Oq I do?,-0.34
9461,Not a Defect,0.0,I didn't get any information I asked for cancellation.,0.0
9463,Fulfillment Error,3.82,"I bought cartridge for PG40 Canon printer sent compatible cartridge, in the ad it has up to the Canon packaging and I may be wrong (but I don't think I am) the cartridge is reloaded!??????????????!?!!",-0.6343
9473,Logistics Issue,2.95,I await the delivery of the second product. Up to now the product has not been delivered,0.1027
9476,Not a Defect,0.0,He didn't take care of sending the goods correctly came in a simple envelope.,-0.3875
9505,Logistics Issue,3.0,So far I haven't received my product,0.0
9509,Logistics Issue,3.0,"You're pointing at how you delivered the tracking, but the product wasn't received.",0.0
9529,Logistics Issue,3.0,Late delivery I did not receive the product,0.0
9536,Quality Issue,2.36,I've checked that the finish leaves much to be desired.,0.2732
9539,Critical Failure,5.0,I did not receive the product,0.0
9540,Fulfillment Error,3.73,"Company delivered my request well ahead of schedule, excellent, but unfortunately one of the products came missing a part. I am waiting to return the store on the subject.",-0.4588
9542,Logistics Issue,2.74,"I have not yet received the product, besides being a mega-extensive term, have not complied with the agreed! And ai????",0.5191
9549,Not a Defect,0.0,Maybe.,0.0
9552,Quality Issue,2.69,The product came with defect it doesn't call it doesn't work I want to switch,-0.3863
9553,Fulfillment Error,3.61,"I bought 6 kits of ""Magnesium Chloride PA 240 Capsules of 500 mg"". Only 2 kits arrived in separate packs. There are still 4 kits left. I have already complained on the site, but I have not yet got an answer.",-0.2144
9556,Not a Defect,0.0,Delivered within the deadline,0.0
9557,Logistics Issue,3.38,Bad didn't come with the switch I tried to call the store and without success,-0.7578
9558,Quality Issue,2.64,"Product of low quality, different than the image passes, thin and fragile",-0.2732
9574,Not a Defect,0.0,"Tax bill problem Would you like to know pq received the note in the amount of 14,20 if it wasn't actually that price that I paid?",-0.0516
9579,Fulfillment Error,3.85,"They've sent a model that's inferior to what I've bought, and no one solves it now.",-0.6921
9583,Fulfillment Error,3.5,I did not receive the fuscal note.I need you to send me the Product Tax Note,0.0
9584,Fulfillment Error,3.5,THE CORES OF THE PRINT ARE NOT LIVED AS IN THE SITE'S PHOTOS.,0.0
9588,Logistics Issue,3.0,"It was only delivered 1 und, and I bought 2 unds",0.0
9589,Quality Issue,2.3,"I received the product within the deadline, but the product left much to be desired, very fragile, did not meet expectations.",0.3919
9599,Logistics Issue,3.0,until the moment I did not receive the product,0.0
9610,Fulfillment Error,3.64,"The product was bought in black and shipped in white. The chargers are standard from another country, do not fit the Brazilian sockets.",-0.2755
9611,Logistics Issue,3.0,"Products have not yet arrived; I have been informed that they have strayed, and that it will be sent again, but I have bought to present, but the date this next, and the product will not arrive in time.",0.0
9624,Logistics Issue,3.3,I paid for 24 dumpsters and came only 21 :(,-0.5994
9627,Logistics Issue,2.55,"I made the purchase on 23/12/2017 and not on 19/01/2018, the company did not deliver the product and cancelled the order, I now want the balance of the value paid in credit card and the value paid in bonus value!!",0.9039
9634,Fulfillment Error,3.5,I bought a komeco control and that model didn't come.,0.0
9636,Logistics Issue,3.01,"I bought for Christmas present on 27/11, that is, almost a month before, the promise was on 22. So I had no choice but to buy another.",-0.0211
